Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_944.jpg;-15;1;0;5.004692;123.4982;123.9425;0.1936568;137.943;0.08178397
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_988.jpg;-15;1;0;5.009297;123.3521;124.0825;0.3103422;136.5658;359.6909
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_039.jpg;-15;1;0;5.009317;123.1384;124.2959;0.4201079;134.5012;359.0959
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_088.jpg;-15;1;0;5.006689;122.9997;124.4395;0.4204929;133.0789;358.7322
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_138.jpg;-15;1;0;5.002793;122.7965;124.6556;0.2751104;131.1491;358.3502
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_189.jpg;-15;1;0;5.001873;122.665;124.8008;0.07983923;129.9834;358.187
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_243.jpg;15;1;0;5.001351;122.4709;125.0223;359.8094;128.5669;358.1143
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_288.jpg;15;1;0;5.000975;122.3378;125.1703;359.7455;128.5267;358.3202
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_340.jpg;15;1;0;5.002652;122.1327;125.3941;359.8461;129.3394;358.9525
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_388.jpg;15;1;0;5.041978;121.995;125.5464;0.06495817;130.0237;359.3797
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_437.jpg;15;1;0;5.005773;121.7875;125.7728;0.4241357;131.75;0.0226505
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_488.jpg;15;1;0;5.010044;121.6483;125.9211;0.6008894;133.0465;0.411992
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_538.jpg;-15;1;0;5.008313;121.4478;126.1487;0.7764012;133.1019;0.6918073
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_589.jpg;-15;1;0;5.007958;121.3188;126.3026;0.7890071;132.3433;0.6912722
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_637.jpg;-15;1;0;5.008995;121.1298;126.5353;0.697363;130.7227;0.4810671
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_692.jpg;-15;1;0;5.00088;121.0053;126.6922;0.6812562;129.4918;0.2881123
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_737.jpg;-15;1;0;4.978191;120.8232;126.9315;0.6993787;127.4465;359.9134
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_788.jpg;-15;1;0;5.010098;120.7053;127.0932;0.6883658;126.0987;359.6328
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_838.jpg;-15;1;0;5.009138;120.5347;127.339;0.6380899;124.0542;359.1552
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_888.jpg;-15;1;0;5.006815;120.4252;127.5036;0.5215387;122.6168;358.8639
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_937.jpg;15;1;0;5.003352;120.2655;127.7503;0.2053566;120.8198;358.5549
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_12_987.jpg;15;1;0;5.00202;120.1571;127.9119;359.8896;120.664;358.5863
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_037.jpg;15;1;0;5.002366;119.9885;128.1568;359.6547;121.4261;359.0174
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_087.jpg;15;1;0;5.006582;119.8752;128.3232;359.6649;122.2272;359.3429
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_137.jpg;15;1;0;5.010104;119.7026;128.5723;359.7838;123.8584;359.8699
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_188.jpg;-15;1;0;5.009573;119.5875;128.7386;359.8962;124.6646;0.1903866
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_237.jpg;-15;1;0;5.009298;119.4237;128.9943;0.08115964;123.868;0.3919562
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_287.jpg;-15;1;0;5.010325;119.3176;129.167;0.2043445;122.801;0.4183125
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_337.jpg;-15;1;0;5.010816;119.1637;129.4296;0.4034277;120.8945;0.3085074
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_388.jpg;-15;1;0;5.010332;119.0651;129.6073;0.5578741;119.5241;0.1365339
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_438.jpg;-15;1;0;5.010116;118.9242;129.8772;0.7747522;117.4226;359.7702
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_487.jpg;-15;1;0;5.009959;118.8349;130.0585;0.8833813;116.0236;359.4835
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_537.jpg;-15;1;0;5.00721;118.7074;130.3304;0.9088874;113.8121;359.0865
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_588.jpg;-15;1;0;5.00632;118.6277;130.5119;0.8216484;112.2705;358.8302
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_637.jpg;15;1;0;5.00532;118.5033;130.7791;0.5148766;111.867;358.7416
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_687.jpg;15;1;0;5.008195;118.4187;130.9554;0.2172287;112.4046;358.8518
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_737.jpg;15;1;0;5.043593;118.2905;131.221;359.822;113.6712;359.1484
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_787.jpg;15;1;0;5.009314;118.2035;131.3989;359.6668;114.7609;359.3901
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_837.jpg;15;1;0;5.009983;118.0679;131.6648;359.5309;116.6155;359.8579
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_887.jpg;15;1;0;5.009388;117.9729;131.8406;359.5008;117.9248;0.2543701
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_937.jpg;15;1;0;5.007884;117.8243;132.1035;359.6139;119.8816;0.8724131
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_13_987.jpg;15;1;0;5.00511;117.7215;132.2788;359.8156;121.0684;1.238567
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_037.jpg;-15;1;0;5.001314;117.5747;132.5465;0.1077095;121.3616;1.314581
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_087.jpg;-15;1;0;5.004221;117.4807;132.7253;0.1825251;120.8664;1.138678
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_138.jpg;-15;1;0;5.030612;117.3411;132.9937;0.2309547;119.5942;0.7564237
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_187.jpg;-15;1;0;5.010556;117.2487;133.1735;0.3081721;118.4418;0.4876834
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_237.jpg;-15;1;0;5.009532;117.1147;133.4456;0.4594895;116.4828;-0.001866482
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_288.jpg;-15;1;0;5.00934;117.0296;133.6289;0.5597135;115.1178;359.6166
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_337.jpg;-15;1;0;5.008765;116.9079;133.9044;0.6278199;113.0424;359.0592
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_389.jpg;-15;1;0;5.006464;116.8311;134.0878;0.583873;111.5922;358.7256
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_437.jpg;-15;1;0;5.002787;116.721;134.3619;0.3713636;109.6433;358.3726
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_486.jpg;-15;1;0;5.001884;116.652;134.5445;0.1322553;108.4767;358.2217
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_537.jpg;-15;1;0;5.001361;116.5542;134.8212;359.8098;106.8781;358.128
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_587.jpg;15;1;0;5.000992;116.4865;135.0079;359.7277;106.5837;358.3019
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_636.jpg;15;1;0;5.00233;116.3807;135.2915;359.7935;107.1537;358.8952
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_691.jpg;15;1;0;5.012141;116.3104;135.484;359.9892;107.8055;359.3175
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_736.jpg;15;1;0;5.014312;116.2036;135.7721;0.3529043;109.4052;359.9453
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_787.jpg;15;1;0;5.009207;116.1306;135.9624;0.5510668;110.6773;0.3379787
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_836.jpg;-15;1;0;5.009692;116.0306;136.2495;0.7590684;110.7775;0.6181967
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_886.jpg;15;1;0;5.007823;115.9659;136.4398;0.8053516;110.4686;0.6977367
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_937.jpg;15;1;0;5.006376;115.8592;136.7185;0.7049558;111.5427;0.8932625
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_14_986.jpg;15;1;0;5.00737;115.7848;136.901;0.5401213;112.6909;1.006971
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_036.jpg;15;1;0;5.006963;115.6679;137.1697;0.1583488;114.7006;1.167898
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_086.jpg;-15;1;0;5.005806;115.5874;137.3484;359.9088;115.8258;1.204707
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_137.jpg;-15;1;0;5.010721;115.4679;137.6213;359.7654;115.9556;1.011624
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_186.jpg;-15;1;0;5.019161;115.3878;137.806;359.7928;115.3149;0.8059248
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_237.jpg;-15;1;0;5.009958;115.2703;138.0847;359.8746;113.727;0.4472115
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_286.jpg;-15;1;0;5.00986;115.1952;138.2724;359.9651;112.4591;0.137212
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_337.jpg;-15;1;0;5.009296;115.0894;138.5571;0.1530942;110.4259;359.5483
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_386.jpg;-15;1;0;5.009106;115.0231;138.7474;0.2402432;109.062;359.1506
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_436.jpg;-15;1;0;5.006235;114.9292;139.0326;0.2825009;107.0141;358.6075
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_486.jpg;-15;1;0;5.00293;114.8695;139.2216;0.2128851;105.7685;358.3648
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_536.jpg;15;1;0;5.002503;114.7811;139.5029;359.9455;104.7253;358.2499
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_587.jpg;15;1;0;5.002563;114.7188;139.6908;359.8047;104.959;358.4272
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_636.jpg;15;1;0;5.002935;114.6205;139.9769;359.8304;105.9903;359.0375
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_692.jpg;15;1;0;5.021307;114.5554;140.1697;359.9687;106.8426;359.4318
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_737.jpg;15;1;0;5.009768;114.4548;140.4577;0.2155615;108.6204;0.05126454
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_787.jpg;-15;1;0;5.006337;114.394;140.6511;0.3642721;108.6725;0.2765803
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_836.jpg;-15;1;0;5.010601;114.3093;140.943;0.5463486;107.5206;0.4102663
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_886.jpg;-15;1;0;5.010798;114.2561;141.1386;0.6681266;106.3716;0.4097098
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_936.jpg;-15;1;0;5.01058;114.1829;141.434;0.8669137;104.3907;0.2623141
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_15_991.jpg;-15;1;0;5.014084;114.1391;141.6326;1.026962;102.9982;0.06582472
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_037.jpg;-15;1;0;5.010124;114.08;141.9304;1.200192;100.8965;359.7287
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_086.jpg;15;1;0;5.004772;114.0358;142.1262;1.227269;100.5964;359.6766
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_135.jpg;15;1;0;5.008114;113.9639;142.417;1.135478;101.4485;359.8165
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_187.jpg;15;1;0;5.011264;113.915;142.6109;1.096442;102.4534;359.9305
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_236.jpg;15;1;0;5.008547;113.8391;142.9014;1.060961;104.2719;0.06420498
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_286.jpg;15;1;0;5.003427;113.7845;143.0938;1.036811;105.576;0.2176327
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_336.jpg;15;1;0;5.009448;113.6967;143.3795;0.9567;107.6031;0.5061295
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_386.jpg;15;1;0;5.007785;113.6352;143.5673;0.8143356;109.0437;0.6821967
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_436.jpg;15;1;0;5.006437;113.5366;143.8438;0.458356;111.292;0.9565413
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_486.jpg;15;1;0;5.005681;113.466;144.0244;0.1336001;112.8055;1.161603
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_536.jpg;15;1;0;5.020731;113.353;144.2946;359.7461;114.9022;1.403029
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_586.jpg;-15;1;0;5.000402;113.2785;144.4781;359.6418;115.4024;1.325066
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_636.jpg;-15;1;0;5.002211;113.1653;144.7582;359.7056;114.9839;0.9761739
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_686.jpg;-15;1;0;5.005535;113.0882;144.9468;359.8565;114.1935;0.7037062
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_736.jpg;-15;1;0;5.010102;112.9752;145.2316;0.1559112;112.5093;0.2407389
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_787.jpg;-15;1;0;5.005126;112.9033;145.4226;0.3718576;111.1866;359.882
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_837.jpg;-15;1;0;5.009782;112.8015;145.7099;0.62795;109.1357;359.3312
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_886.jpg;-15;1;0;5.008212;112.7376;145.9009;0.7217003;107.7057;358.992
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_936.jpg;-15;1;0;5.005721;112.6485;146.1864;0.7066411;105.5125;358.5506
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_16_987.jpg;-15;1;0;5.002927;112.5929;146.3758;0.5922099;104.21;358.3513
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_036.jpg;15;1;0;5.00248;112.5069;146.6568;0.2430794;103.7248;358.3727
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_085.jpg;15;1;0;5.003493;112.4478;146.8424;359.9116;104.2097;358.6044
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_136.jpg;15;1;0;5.017349;112.3562;147.1274;359.7354;105.2787;359.207
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_186.jpg;15;1;0;5.011669;112.2953;147.3184;359.7165;106.2584;359.5913
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_236.jpg;15;1;0;5.009521;112.1996;147.6042;359.7612;108.0829;0.2290339
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_286.jpg;-15;1;0;5.006579;112.1409;147.797;359.8374;108.1681;0.474372
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_336.jpg;-15;1;0;5.01017;112.0584;148.0889;359.993;107.0477;0.6598743
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_386.jpg;-15;1;0;5.010375;112.0068;148.2848;0.1047339;105.9042;0.6771551
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_435.jpg;-15;1;0;5.010818;111.9356;148.5807;0.2934245;103.9512;0.5449507
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_485.jpg;-15;1;0;5.01026;111.8931;148.7794;0.4415977;102.5705;0.3500568
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_536.jpg;-15;1;0;5.009648;111.8376;149.0794;0.6919345;100.4436;359.8969
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_585.jpg;-15;1;0;5.009768;111.8055;149.2793;0.8207535;99.03558;359.5558
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_635.jpg;15;1;0;5.007275;111.7603;149.5773;0.8991926;97.26663;359.1277
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_686.jpg;15;1;0;5.006247;111.7247;149.7731;0.8327166;97.3291;359.0598
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_736.jpg;15;1;0;5.008369;111.6679;150.0642;0.5788521;98.41638;359.1717
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_786.jpg;15;1;0;5.00893;111.6284;150.2579;0.3721224;99.40738;359.356
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_835.jpg;15;1;0;5.010336;111.5664;150.5493;0.1906513;101.1373;359.6747
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_885.jpg;-15;1;0;4.998408;111.5318;150.745;0.1128652;101.0786;359.7226
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_935.jpg;-15;1;0;5.009705;111.485;151.0403;0.02637243;99.89423;359.6971
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_17_986.jpg;-15;1;0;5.01026;111.4571;151.2381;-0.005553273;98.7674;359.6172
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_035.jpg;15;1;0;5.007083;111.4058;151.5339;359.98;98.95523;359.7292
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_085.jpg;15;1;0;5.009337;111.3675;151.731;-0.0008903701;99.84146;359.8893
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_135.jpg;15;1;0;5.009905;111.3044;152.0264;0.08118574;101.6141;0.2368876
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_186.jpg;15;1;0;5.009769;111.2588;152.2222;0.1230911;102.9061;0.4975207
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_236.jpg;15;1;0;5.009444;111.1834;152.5136;0.1772323;104.8991;0.9607767
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_285.jpg;15;1;0;5.008114;111.1294;152.7059;0.1756011;106.2603;1.274626
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_335.jpg;-15;1;0;5.002135;111.0557;152.9936;0.00942294;106.8524;1.348333
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_385.jpg;-15;1;0;5.003287;111.0094;153.1867;359.8804;106.4742;1.15326
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_435.jpg;-15;1;0;5.02912;110.9621;153.382;359.874;105.7589;0.9169711
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_485.jpg;-15;1;0;5.010259;110.8929;153.6763;359.9432;104.1788;0.5231119
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_535.jpg;-15;1;0;5.009703;110.8301;153.9729;0.07686195;102.2496;0.008802981
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_585.jpg;-15;1;0;5.009269;110.7931;154.1719;0.2005164;100.8836;359.5851
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_636.jpg;15;1;0;5.009178;110.7405;154.469;0.2973577;99.22891;359.0376
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_685.jpg;15;1;0;5.005983;110.6996;154.6646;0.2762005;99.35614;358.9023
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_734.jpg;15;1;0;5.008044;110.6561;154.8585;0.1740902;100.0441;358.9072
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_785.jpg;15;1;0;5.02981;110.5882;155.1491;-0.005588816;101.5129;359.0714
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_834.jpg;15;1;0;5.010155;110.5407;155.3432;359.9374;102.6948;359.2417
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_885.jpg;-15;1;0;5.010001;110.4665;155.6344;359.9193;104.1753;359.549
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_936.jpg;-15;1;0;5.008931;110.4023;155.9287;359.9676;103.4299;359.6088
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_18_985.jpg;-15;1;0;5.010064;110.3628;156.1262;0.03275932;102.3942;359.5743
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_035.jpg;-15;1;0;5.010315;110.3089;156.4237;0.1443738;100.5338;359.4337
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_085.jpg;-15;1;0;5.010342;110.2775;156.6226;0.2146874;99.21143;359.2804
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_135.jpg;-15;1;0;5.009432;110.2377;156.9214;0.2980139;97.1662;358.9692
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_185.jpg;15;1;0;5.00417;110.2066;157.1185;0.264196;96.87048;358.9532
