Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_640.jpg;15;1;0;4.129284;111.8239;97.68665;0.4689601;37.66256;0.7620977
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_691.jpg;15;1;0;4.147093;111.9529;97.79127;0.502423;39.20631;1.182797
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_740.jpg;-15;1;0;4.156554;112.1506;97.93892;0.3695492;39.60849;1.383309
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_790.jpg;-15;1;0;4.162301;112.2841;98.03339;0.1740089;38.97991;1.258752
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_840.jpg;-15;1;0;4.228663;112.4887;98.17537;359.9151;37.52372;0.8463387
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_890.jpg;-15;1;0;4.248634;112.628;98.27105;359.8256;36.26482;0.5475757
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_940.jpg;-15;1;0;4.278415;112.8422;98.4115;359.7723;34.14312;-0.002737
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_04_991.jpg;-15;1;0;4.297252;112.9888;98.50208;359.7902;32.6655;359.5526
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_040.jpg;-15;1;0;4.322187;113.2148;98.63499;359.9875;30.44989;358.8955
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_091.jpg;-15;1;0;4.335596;113.3669;98.72073;0.08719375;29.00278;358.5068
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_140.jpg;15;1;0;4.343324;113.5886;98.85535;0.03704033;28.46069;358.3685
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_190.jpg;15;1;0;4.348265;113.7349;98.94896;359.9941;29.02124;358.5447
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_240.jpg;15;1;0;4.412664;113.9569;99.09383;0.01579644;30.36806;359.033
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_290.jpg;15;1;0;4.433888;114.1061;99.19209;0.05514668;31.5928;359.3776
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_340.jpg;15;1;0;4.463256;114.329;99.34493;0.174734;33.70305;359.9728
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_390.jpg;-15;1;0;4.48168;114.478;99.44778;0.2803802;34.64045;0.3489423
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_440.jpg;-15;1;0;4.503414;114.7086;99.59126;0.3592912;33.747;0.5414739
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_494.jpg;-15;1;0;4.524011;114.8651;99.68486;0.4192835;32.60362;0.5800859
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_543.jpg;-15;1;0;4.555758;115.1048;99.82116;0.5342278;30.55157;0.4937871
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_591.jpg;15;1;0;4.576528;115.2659;99.91179;0.625885;29.61596;0.4156177
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_641.jpg;15;1;0;4.593636;115.5025;100.0573;0.7471409;30.45856;0.4924956
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_691.jpg;15;1;0;4.612651;115.659;100.1572;0.8064007;31.57087;0.5658354
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_741.jpg;-15;1;0;4.631596;115.8958;100.3017;0.7714662;32.28965;0.4567612
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_790.jpg;-15;1;0;4.663877;116.0575;100.3941;0.7539259;31.53309;0.2771496
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_840.jpg;-15;1;0;4.683004;116.304;100.5299;0.7672589;29.74766;359.9539
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_890.jpg;-15;1;0;4.702993;116.4704;100.6179;0.7607035;28.40934;359.7207
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_940.jpg;-15;1;0;4.732488;116.7237;100.7444;0.7333474;26.32161;359.3035
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_05_990.jpg;-15;1;0;4.74825;116.8936;100.8252;0.6442269;24.8519;359.0427
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_040.jpg;-15;1;0;4.767371;117.1496;100.9395;0.370762;22.57755;358.6771
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_090.jpg;-15;1;0;4.775558;117.3206;101.0119;0.0987498;21.22343;358.5046
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_140.jpg;15;1;0;4.781035;117.5764;101.1255;359.7049;20.74876;358.6286
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_190.jpg;15;1;0;4.815875;117.7513;101.2044;359.6377;21.07912;358.9066
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_239.jpg;15;1;0;4.833255;118.0184;101.325;359.7498;22.34656;359.4426
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_290.jpg;15;1;0;4.87739;118.1982;101.4077;359.8865;23.46955;359.8154
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_339.jpg;15;1;0;4.904995;118.4671;101.5375;0.1363831;25.4483;0.4515398
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_389.jpg;15;1;0;4.9226;118.6446;101.6268;0.2446011;26.80811;0.8469395
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_439.jpg;15;1;0;4.945684;118.9076;101.765;0.3191195;28.89288;1.394405
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_490.jpg;15;1;0;4.953216;119.0804;101.8587;0.2697786;30.17831;1.646579
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_540.jpg;15;1;0;4.959405;119.3349;102.0029;0.04446854;31.94944;1.885423
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_589.jpg;15;1;0;4.962409;119.5025;102.1024;359.8744;33.03257;1.932735
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_639.jpg;15;1;0;4.964746;119.7533;102.2593;359.8074;34.625;1.907071
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_694.jpg;15;1;0;4.966128;119.9199;102.3691;359.8938;35.71812;1.798583
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_740.jpg;15;1;0;4.969684;120.1669;102.54;0.05878804;37.39238;1.4862
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_790.jpg;-15;1;0;4.978575;120.3271;102.6567;0.02532981;38.51092;1.20968
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_839.jpg;-15;1;0;5.026196;120.5709;102.8361;0.07612371;38.99763;0.7320558
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_889.jpg;-15;1;0;5.009275;120.7329;102.9561;0.1336607;38.29042;0.4444852
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_939.jpg;-15;1;0;5.015388;120.9785;103.1339;0.2682596;36.59879;359.9608
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_06_990.jpg;-15;1;0;5.009229;121.1442;103.2494;0.3647338;35.30507;359.6038
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_045.jpg;-15;1;0;5.009546;121.3947;103.4172;0.4458786;33.30011;359.069
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_091.jpg;-15;1;0;5.00684;121.5624;103.5251;0.4287812;31.89362;358.7419
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_139.jpg;-15;1;0;5.003021;121.8135;103.6821;0.2579401;29.98046;358.4155
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_189.jpg;-15;1;0;5.0021;121.9814;103.7828;0.04643777;28.82419;358.2897
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_239.jpg;-15;1;0;5.001528;122.2367;103.9292;359.7639;27.23935;358.2511
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_288.jpg;15;1;0;5.00087;122.4085;104.0294;359.701;26.95293;358.455
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_339.jpg;15;1;0;5.002402;122.6693;104.1844;359.7996;27.54971;359.0688
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_389.jpg;15;1;0;5.042027;122.8465;104.2877;0.01137821;28.20127;359.4653
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_439.jpg;15;1;0;5.014648;123.1104;104.4444;0.3613555;29.88856;0.07153076
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_489.jpg;15;1;0;5.00914;123.2842;104.5506;0.5566307;31.18436;0.4606097
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_539.jpg;15;1;0;5.008344;123.5403;104.7128;0.7358636;33.24847;0.9872838
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_588.jpg;15;1;0;5.006419;123.707;104.8231;0.7540656;34.72065;1.300844
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_639.jpg;15;1;0;5.00306;123.952;104.9907;0.6250662;36.71163;1.625635
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_689.jpg;15;1;0;5.002224;124.1115;105.1048;0.43512;37.91011;1.758743
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_739.jpg;15;1;0;5.001742;124.3445;105.2801;0.004115883;39.57038;1.856761
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_790.jpg;15;1;0;5.001644;124.4985;105.4013;359.8021;40.59026;1.828786
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_839.jpg;15;1;0;5.000917;124.7291;105.5906;359.7458;42.12262;1.605843
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_888.jpg;15;1;0;5.001222;124.881;105.722;359.8128;43.18332;1.407529
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_939.jpg;15;1;0;5.044054;125.1058;105.9305;0.1420116;45.29621;1.127466
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_07_989.jpg;15;1;0;5.020628;125.248;106.0755;0.3161989;47.01075;1.030012
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_039.jpg;15;1;0;5.006469;125.4514;106.2978;0.4173395;49.65769;0.9860805
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_089.jpg;15;1;0;5.006003;125.5801;106.4493;0.3654609;51.40906;1.019539
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_139.jpg;15;1;0;5.00541;125.7627;106.6813;0.1268553;53.96535;1.159495
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_189.jpg;15;1;0;5.004495;125.8796;106.839;359.9405;55.48973;1.240576
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_239.jpg;15;1;0;5.033299;126.0508;107.0847;359.918;57.5403;1.337423
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_289.jpg;15;1;0;5.001348;126.1622;107.2528;0.04282726;58.80759;1.325001
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_339.jpg;15;1;0;5.003502;126.3194;107.507;-0.003886671;60.95816;1.266735
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_389.jpg;15;1;0;5.002011;126.4199;107.6794;-0.003854148;62.22549;1.187809
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_438.jpg;15;1;0;5.005229;126.559;107.9452;359.9789;64.4196;1.185872
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_489.jpg;15;1;0;5.009821;126.6462;108.1251;359.9926;65.75378;1.205167
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_539.jpg;15;1;0;5.003743;126.7686;108.3991;0.01497103;67.72502;1.23642
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_589.jpg;15;1;0;5.002136;126.847;108.5827;0.01209125;68.92667;1.15888
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_639.jpg;15;1;0;5.012078;126.9536;108.8633;0.01668331;71.02124;1.144608
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_689.jpg;15;1;0;5.008776;127.0179;109.0524;0.01097107;72.40056;1.193002
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_739.jpg;15;1;0;5.006354;127.1085;109.338;0.006684861;74.38255;1.171267
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_790.jpg;15;1;0;5.01294;127.163;109.5305;0.014406;75.75172;1.162363
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_838.jpg;15;1;0;5.008865;127.2352;109.8213;0.008795977;77.77841;1.19014
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_888.jpg;15;1;0;5.007399;127.2782;110.0164;0.003174237;79.08541;1.186344
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_938.jpg;15;1;0;5.015221;127.3332;110.311;0.003536824;81.08578;1.222604
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_08_990.jpg;15;1;0;5.003606;127.3662;110.5078;-0.003571328;82.31779;1.17071
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_039.jpg;15;1;0;5.009674;127.405;110.8056;0.0119917;84.33622;1.159219
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_089.jpg;15;1;0;5.008484;127.4243;111.0045;0.008573948;85.67848;1.188509
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_138.jpg;15;1;0;5.008833;127.4465;111.3035;0.01236271;87.67135;1.165573
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_188.jpg;15;1;0;5.010344;127.4549;111.5032;0.01413027;89.02132;1.167427
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_239.jpg;-15;1;0;5.007547;127.4649;111.8028;359.9877;90.1113;1.060509
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_289.jpg;15;1;0;5.010104;127.4695;112.0032;-0.004320033;90.1102;1.008795
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_339.jpg;15;1;0;5.007787;127.4631;112.3034;0.01199892;91.34018;1.153779
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_389.jpg;15;1;0;5.00867;127.4558;112.5033;0.01323632;92.3989;1.21438
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_439.jpg;15;1;0;5.004227;127.442;112.8029;0.01667294;94.09174;1.128673
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_489.jpg;-15;1;0;5.01017;127.4337;113.0031;0.01068143;94.32013;0.973738
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_539.jpg;-15;1;0;5.009493;127.4237;113.3043;0.03357878;93.25635;0.6883402
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_588.jpg;-15;1;0;5.009997;127.4196;113.5057;0.08024117;92.1394;0.4442349
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_638.jpg;-15;1;0;5.004667;127.4201;113.8087;0.2066395;90.1889;359.9548
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_688.jpg;-15;1;0;5.009225;127.4254;114.0108;0.3203954;88.82008;359.5487
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_738.jpg;-15;1;0;5.009376;127.4389;114.3119;0.4012411;86.77364;358.9672
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_789.jpg;-15;1;0;5.006527;127.4514;114.5108;0.3854753;85.38044;358.6207
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_843.jpg;15;1;0;5.002544;127.4719;114.8063;0.2097409;83.7509;358.3105
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_893.jpg;15;1;0;5.002177;127.4825;115.002;359.9789;83.64385;358.3379
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_939.jpg;15;1;0;5.002637;127.4949;115.3003;359.8137;84.44913;358.7629
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_09_989.jpg;15;1;0;5.010182;127.5028;115.5024;359.8594;85.20664;359.166
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_039.jpg;15;1;0;5.010207;127.5144;115.806;0.01707608;86.79401;359.7463
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_089.jpg;15;1;0;5.009618;127.5189;116.0087;0.1541164;88.07138;0.175245
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_138.jpg;15;1;0;5.009294;127.5205;116.3115;0.3025446;90.06573;0.8021464
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_189.jpg;15;1;0;5.006434;127.5179;116.512;0.3449486;91.4458;1.197124
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_239.jpg;15;1;0;5.003104;127.5098;116.8096;0.2644236;93.42017;1.647331
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_289.jpg;15;1;0;5.002003;127.5012;117.0061;0.1118628;94.60822;1.845549
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_338.jpg;15;1;0;5.00133;127.4819;117.3007;359.8972;96.25336;2.01497
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_388.jpg;15;1;0;5.000535;127.4648;117.4995;359.9077;97.32153;2.01807
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_438.jpg;15;1;0;5.000657;127.4321;117.799;0.03339548;98.94443;1.878545
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_489.jpg;15;1;0;5.002367;127.4058;117.9959;359.9803;100.0354;1.718532
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_539.jpg;15;1;0;5.001727;127.359;118.2924;0.01657932;101.6417;1.348855
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_588.jpg;15;1;0;5.001938;127.3202;118.4909;0.07267899;103.0909;1.121709
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_639.jpg;15;1;0;5.010665;127.2472;118.7835;0.170331;105.6472;1.028843
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_688.jpg;15;1;0;5.009398;127.1913;118.9754;0.1706179;107.2708;1.069671
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_739.jpg;15;1;0;5.006308;127.0997;119.2579;0.02419484;109.6884;1.177381
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_788.jpg;15;1;0;5.014619;127.0333;119.4447;359.9305;111.157;1.241908
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_839.jpg;15;1;0;5.009127;126.9253;119.7249;359.9788;113.0302;1.315166
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_888.jpg;15;1;0;5.011963;126.8488;119.9103;0.02413904;114.2237;1.29451
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_939.jpg;15;1;0;5.002824;126.7294;120.1845;359.993;115.9317;1.144801
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_10_988.jpg;15;1;0;5.033457;126.6413;120.3651;0.02579242;117.3404;1.124946
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_039.jpg;15;1;0;5.008921;126.5006;120.6293;-0.002134834;119.4337;1.19049
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_089.jpg;15;1;0;5.007313;126.403;120.8035;-0.002965476;120.7383;1.189366
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_138.jpg;15;1;0;5.009125;126.2493;121.0612;0.00374772;122.7197;1.159828
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_188.jpg;15;1;0;5.009278;126.1412;121.2295;0.01275629;124.0567;1.17044
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_238.jpg;15;1;0;5.009562;125.9722;121.4769;0.005667056;126.0536;1.185994
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_288.jpg;15;1;0;5.008018;125.8553;121.639;0.01034712;127.3748;1.167832
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_338.jpg;15;1;0;5.00925;125.6723;121.8764;0.00517707;129.3888;1.174653
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_388.jpg;15;1;0;5.009336;125.5455;122.031;0.01001999;130.7357;1.185603
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_438.jpg;15;1;0;5.010643;125.3491;122.2575;0.01616775;132.7284;1.197538
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_488.jpg;15;1;0;5.013069;125.2132;122.4037;0.003738061;134.0603;1.236962
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_538.jpg;15;1;0;5.002174;125.0055;122.6202;0.01399039;135.9157;1.159679
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_588.jpg;15;1;0;5.012727;124.862;122.7594;0.01383666;137.2827;1.146873
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_638.jpg;15;1;0;5.008533;124.6402;122.9608;0.006113526;139.3297;1.187154
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_688.jpg;15;1;0;5.007531;124.4892;123.0916;0.004424896;140.6728;1.179717
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_739.jpg;-15;1;0;5.007418;124.2583;123.2826;359.9893;142.4019;1.124934
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_789.jpg;-15;1;0;5.012472;124.1046;123.4114;359.9837;142.3247;0.990556
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_843.jpg;-15;1;0;5.009857;123.8744;123.6061;0.01132083;141.085;0.7566129
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_11_888.jpg;-15;1;0;5.010158;123.7224;123.7384;0.06191268;139.9209;0.5401941
